Chapter,Verse,Word,MS_B,MS_Bmg,Categories,Subcategories_1,Subcategories_2,,,,,,,,,,,Line
31,16ab,4,נבחר,,,,,,,,,,,,,,,9
31,16ab,5,ואל,,,,,,,,,,,,,,,9
31,16ab,6,תעט,,,,,,,,,,,,,,,9
31,16ab,7,פן,,,,,,,,,,,,,,,9
31,16ab,8,תגעל׃,,,,,,,,,,,,,,,9
31,16c,1,,אכל,Plus_Minus,,,,,,,,,,,,,9
31,16c,2,,כאיש,Plus_Minus,,,,,,,,,,,,,9
31,16c,3,,נכח,Plus_Minus,,,,,,,,,,,,,9
31,16d,1,,ואל,Plus_Minus,,,,,,,,,,,,,9
31,16d,2,,תעט,Plus_Minus,,,,,,,,,,,,,9
31,16d,3,,פן,Plus_Minus,,,,,,,,,,,,,9
31,16d,4,,תגלה,Plus_Minus,,,,,,,,,,,,,9
31,16d,5,,תגלע,Plus_Minus,,,,,,,,,,,,,9
31,16ef,1,דע,,,,,,,,,,,,,,,10
31,16ef,2,שרעך,,,,,,,,,,,,,,,10
31,16ef,3,כמוך,,,,,,,,,,,,,,,10
31,16ef,4,ואכול,,,,,,,,,,,,,,,10
31,16ef,5,כאיש,,,,,,,,,,,,,,,10
31,16ef,6,דבר,,,,,,,,,,,,,,,10
31,16ef,7,ששם,,,,,,,,,,,,,,,10
31,16ef,8,לפניך,,,,,,,,,,,,,,,10
31,16ef,9,ולא,,,,,,,,,,,,,,,10
31,16ef,10,תהיה,,,,,,,,,,,,,,,10
31,16ef,11,גרגרן,,,,,,,,,,,,,,,10
31,16ef,12,פן,,,,,,,,,,,,,,,10
31,16ef,13,תמאס׃,,,,,,,,,,,,,,,10
31,17,1,ח̇ד̇ל,,,,,,,,,,,,,,,11
31,17,2,ר̊̊א̇ש̇ון,,,,,,,,,,,,,,,11
31,17,3,בעב̊̊ו̊̊ר,,,,,,,,,,,,,,,11
31,17,4,מ̇ו̊̊ס̇ר,,,,,,,,,,,,,,,11
31,17,5,ואל,,,,,,,,,,,,,,,11
31,17,6,ת̇לע̊̊,,,,,,,,,,,,,,,11
31,17,7,פ̊̊ן,,,,,,,,,,,,,,,11
31,17,8,ת̊̊מאס׃,,,,,,,,,,,,,,,11
31,18,1,וגם,,,,,,,,,,,,,,,12
31,18,2,א̇ם̇,,,,,,,,,,,,,,,12
31,18,3,בין,,,,,,,,,,,,,,,12
31,18,4,רבים,,,,,,,,,,,,,,,12
31,18,5,ישבת,,,,,,,,,,,,,,,12
31,18,6,לפני,,,,,,,,,,,,,,,12
31,18,7,רע,,,,,,,,,,,,,,,12
31,18,8,אל,,,,,,,,,,,,,,,12
31,18,9,תושט,,,,,,,,,,,,,,,12
31,18,10,יד׃,,,,,,,,,,,,,,,12
31,19,1,הלא,,,,,,,,,,,,,,,13
31,19,2,די,,,,,,,,,,,,,,,13
31,19,3,אנוש,,,,,,,,,,,,,,,13
31,19,4,נ֟בון,נכון,Lexical,Letter interchange,,,,,,,,,,,,13
31,19,6,מזער,מועד,Lexical,Letter interchange,,,,,,,,,,,,13
31,19,7,ועל,,,,,,,,,,,,,,,13
31,19,8,יצ֟ועיו,יצוריו,Lexical,,,,,,,,,,,,,13
31,19,9,לא,,,,,,,,,,,,,,,13
31,19,10,ישיק׃,,,,,,,,,,,,,,,13
31,20ab,1,מכאוב,,,,,,,,,,,,,,,14
31,20ab,2,ונדד,,,,,,,,,,,,,,,14
31,20ab,3,ישי֟נה,ישנה,Morphological,Orthographical,,,,,,,,,,,,14
31,20ab,4,וצער,,,,,,,,,,,,,,,14
31,20ab,5,ותשניק,,,,,,,,,,,,,,,14
31,20ab,6,ופ֟ני,ופנים,Morphological,Grammatical,,,,,,,,,,,,14
31,20ab,7,הפוכות,,,,,,,,,,,,,,,14
31,20ab,8,עם,,,,,,,,,,,,,,,14
31,20ab,9,איש,,,,,,,,,,,,,,,14
31,20ab,10,כסיל׃,,,,,,,,,,,,,,,14
31,20cd,1,שנות,,,,,,,,,,,,,,,15
31,20cd,2,חיים,,,,,,,,,,,,,,,15
31,20cd,3,על,,,,,,,,,,,,,,,15
31,20cd,4,קרב,,,,,,,,,,,,,,,15
31,20cd,5,צ̇ו̇לל,,,,,,,,,,,,,,,15
31,20cd,6,וקם,,,,,,,,,,,,,,,15
31,20cd,7,בב̇קר,,,,,,,,,,,,,,,15
31,20cd,8,ונפ̇שו,,,,,,,,,,,,,,,15
31,20cd,9,א̇ת̊̊ו̇׃,,,,,,,,,,,,,,,15
31,20ef,1,שנ̊̊̊̊ת̊̊,,,,,,,,,,,,,,,16
31,20ef,2,ח̊̊י̊̊י̊̊ם̊̊,,,,,,,,,,,,,,,16
31,20ef,3,ע̊̊ם̊̊,,,,,,,,,,,,,,,16
31,20ef,4,א̊̊נ̊̊ו̊̊ש,,,,,,,,,,,,,,,16
31,20ef,5,נב,,,,,,,,,,,,,,,16
31,20ef,6,ון̇,,,,,,,,,,,,,,,16
31,20ef,7,ק̊̊ם̊̊,,,,,,,,,,,,,,,16
31,20ef,8,ב̊̊ב̊̊ו̊̊ק̊̊ר̊̊,,,,,,,,,,,,,,,16
31,20ef,9,י̊̊לין,,,,,,,,,,,,,,,16
31,20ef,10,עד,,,,,,,,,,,,,,,16
31,20ef,11,בקר,,,,,,,,,,,,,,,16
31,20ef,12,ונפשו,,,,,,,,,,,,,,,16
31,20ef,13,עמו׃,,,,,,,,,,,,,,,16
31,21,1,ו̊̊א̊̊,,,,,,,,,,,,,,,17
31,21,2,במ̊̊,,,,,,,,,,,,,,,17
31,21,3,◦י̊̊נו,,,,,,,,,,,,,,,17
31,21,4,ותמצא,,,,,,,,,,,,,,,17
31,21,5,נחת׃,,,,,,,,,,,,,,,17
31,22ab,1,בכל,,,,,,,,,,,,,,,1
31,22ab,2,מעשיך,,,,,,,,,,,,,,,1
31,22ab,3,היה,,,,,,,,,,,,,,,1
31,22ab,4,צנוע,,,,,,,,,,,,,,,1
31,22ab,5,וכל,,,,,,,,,,,,,,,1
31,22ab,6,אסון,,,,,,,,,,,,,,,1
31,22ab,7,לא,,,,,,,,,,,,,,,1
31,22ab,8,יגע,,,,,,,,,,,,,,,1
31,22ab,9,בך׃,,,,,,,,,,,,,,,1
31,22cd,1,הלא,,,,,,,,,,,,,,,2
31,22cd,2,די,,,,,,,,,,,,,,,2
31,22cd,3,אנוש,,,,,,,,,,,,,,,2
31,22cd,4,נבון,,,,,,,,,,,,,,,2
31,22cd,5,מזער,,,,,,,,,,,,,,,2
31,22cd,6,וגם,,,,,,,,,,,,,,,2
31,22cd,7,אם,,,,,,,,,,,,,,,2
31,22cd,8,נאנסתה,,,,,,,,,,,,,,,2
31,22cd,9,במטעמים,,,,,,,,,,,,,,,2
31,22cd,10,קוה,,,,,,,,,,,,,,,2
31,22cd,11,קוה,,,,,,,,,,,,,,,2
31,22cd,12,וינוח,,,,,,,,,,,,,,,2
31,22cd,13,לך׃,,,,,,,,,,,,,,,2
31,22ef,1,שמע,,,,,,,,,,,,,,,3
31,22ef,2,בני,,,,,,,,,,,,,,,3
31,22ef,3,ואל,,,,,,,,,,,,,,,3
31,22ef,4,תבוז,,,,,,,,,,,,,,,3
31,22ef,5,לי,,,,,,,,,,,,,,,3
31,22ef,6,ובאחרית,,,,,,,,,,,,,,,3
31,22ef,7,תשיג,,,,,,,,,,,,,,,3
31,22ef,8,אמ̇ר̇י̇׃,,,,,,,,,,,,,,,3
31,22ef,9,תלעג,,,,,,,,,,,,,,,3
31,22gh,1,שמע,,,,,,,,,,,,,,,4
31,22gh,2,בני,,,,,,,,,,,,,,,4
31,22gh,3,וקח,,,,,,,,,,,,,,,4
31,22gh,4,מוסרי,,,,,,,,,,,,,,,4
31,22gh,5,ואל,,,,,,,,,,,,,,,4
31,22gh,6,תל֟עיג,,,,,,,,,,,,,,,4
31,22gh,7,עלי,,,,,,,,,,,,,,,4
31,22gh,8,ובאחרית,,,,,,,,,,,,,,,4
31,22gh,9,תמצא,,,,,,,,,,,,,,,4
31,22gh,10,דברי׃,,,,,,,,,,,,,,,4
31,23,1,טוב,,,,,,,,,,,,,,,5
31,23,2,על,,,,,,,,,,,,,,,5
31,23,3,לחם,,,,,,,,,,,,,,,5
31,23,4,תברך,,,,,,,,,,,,,,,5
31,23,5,שפה,,,,,,,,,,,,,,,5
31,23,6,עדות,,,,,,,,,,,,,,,5
31,23,7,טובו,,,,,,,,,,,,,,,5
31,23,8,נאמנה׃,,,,,,,,,,,,,,,5
31,24,1,רע,,,,,,,,,,,,,,,6
31,24,2,על,,,,,,,,,,,,,,,6
31,24,3,לחם,,,,,,,,,,,,,,,6
31,24,4,ירגז,,,,,,,,,,,,,,,6
31,24,5,בשער,,,,,,,,,,,,,,,6
31,24,6,דע֟ת,עדות,Morphological,Grammatical,,,,,,,,,,,,6
31,24,7,רועו,,,,,,,,,,,,,,,6
31,24,8,נאמנה׃,,,,,,,,,,,,,,,6
31,25,1,וגם,,,,,,,,,,,,,,,7
31,25,2,על,,,,,,,,,,,,,,,7
31,25,3,היין,,,,,,,,,,,,,,,7
31,25,4,אל,,,,,,,,,,,,,,,7
31,25,5,תתגבר,,,,,,,,,,,,,,,7
31,25,6,כי,,,,,,,,,,,,,,,7
31,25,7,רבים,,,,,,,,,,,,,,,7
31,25,8,הכשיל,,,,,,,,,,,,,,,7
31,25,9,תירוש׃,,,,,,,,,,,,,,,7
31,25,10,ביתן,,,,,,,,,,,,,,,7
31,26,1,כור,,,,,,,,,,,,,,,8
,,2,בו֟חן,ביתן,Lexical,,,,,,,,,,,,,8
,,3,מעשה,,,,,,,,,,,,,,,8
,,4,לוטש,,,,,,,,,,,,,,,8
,,5,כן֟,כי,Lexical,,,,,,,,,,,,,8
,,6,היין֟,היית,Lexical,,,,,,,,,,,,,8
,,7,למצות,מצות,Morphological,Preposition,,,,,,,,,,,,8
,,8,לצים,,,,,,,,,,,,,,,8
,,9,נבון,,,,,,,,,,,,,,,8
,,10,בוחן,,,,,,,,,,,,,,,9
,,11,מעשה,,,,,,,,,,,,,,,9
,,12,מעשה,,,,,,,,,,,,,,,9
,,13,כן,,,,,,,,,,,,,,,9
,,14,שכר,,,,,,,,,,,,,,,9
,,15,לריב,,,,,,,,,,,,,,,9
,,16,לצים,,,,,,,,,,,,,,,9
,27,1,למי,,,,,,,,,,,,,,,9
,,2,היין,,,,,,,,,,,,,,,9
,,3,חיים,,,,,,,,,,,,,,,9
,,4,לאנוש,,,,,,,,,,,,,,,9
,,5,אם,,,,,,,,,,,,,,,10
,,6,ישתנו,,,,,,,,,,,,,,,10
,,7,במתכ̇נ̇תו,,,,,,,,,,,,,,,10
,,8,מה,,,,,,,,,,,,,,,10
,,9,חי̇י̇ם̇,,,,,,,,,,,,,,,10
,,10,ח̇ס̇ר̇,,,,,,,,,,,,,,,10
,,11,ה̇י̇י̇ן,,,,,,,,,,,,,,,10
,,12,ש̇ה̇ו̇א,,,,,,,,,,,,,,,11
,,13,מ̊̊ר̊̊א֟שי̊̊ת̊̊,מארשית,Lexical,Metathesis,,,,,,,,,,,,11
,,14,לש̊̊מח̇ה̇,,,,,,,,,,,,,,,11
,,15,נ̇ו̇צ֟ר,מצרו,Lexical,Synonym,,,,,,,,,,,,11
,28,1,שמחת,,,,,,,,,,,,,,,11
,,2,לב,,,,,,,,,,,,,,,11
,,3,וששון,,,,,,,,,,,,,,,11
,,4,ועדוי,,,,,,,,,,,,,,,11
,,5,יין,,,,,,,,,,,,,,,11
,,6,נשתה,,,,,,,,,,,,,,,11
,,7,ב̇ע̊̊ת֟̇ו,בעת,Morphological,Suffix Pron.,,,,,,,,,,,,12
,,8,וד̇אי,,,,,,,,,,,,,,,12
,,9,חיי,,,,,,,,,,,,,,,12
,,10,מה,,,,,,,,,,,,,,,12
,,11,לחסר̇,,,,,,,,,,,,,,,12
,,12,תירוש,,,,,,,,,,,,,,,12
,,13,והוא,,,,,,,,,,,,,,,12
,,14,לגיל,,,,,,,,,,,,,,,12
,,15,נחלק,,,,,,,,,,,,,,,12
,,16,מראש,,,,,,,,,,,,,,,12
,29,1,כאב,,,,,,,,,,,,,,,13
,,2,ראש,,,,,,,,,,,,,,,13
,,3,לענה,,,,,,,,,,,,,,,13
,,4,וקלון,,,,,,,,,,,,,,,13
,,5,יין,,,,,,,,,,,,,,,13
,,6,נשתה,,,,,,,,,,,,,,,13
,,7,בתחרה,,,,,,,,,,,,,,,13
,,8,וכעס,,,,,,,,,,,,,,,13
,30,1,מ̇ר̇בה,,,,,,,,,,,,,,,14
,,2,ח̇מר,,,,,,,,,,,,,,,14
,,3,לכ̇ס̇יל,,,,,,,,,,,,,,,14
,,4,מ̇ו̇ק֟ש,נוקש,Lexical,,,,,,,,,,,,,14
,,5,מחס̊̊ר,,,,,,,,,,,,,,,14
,,6,כח,,,,,,,,,,,,,,,14
,,7,ומספק,,,,,,,,,,,,,,,14
,,8,פצ֟ע,פחד,Lexical,,,,,,,,,,,,,14
,31,1,במשתה,,,,,,,,,,,,,,,14
,,2,היין,,,,,,,,,,,,,,,15
,,3,א̊̊ל,,,,,,,,,,,,,,,15
,,4,[תו]כ̊̊ח̊̊,,,,,,,,,,,,,,,15
,,5,ר̊̊ע,,,,,,,,,,,,,,,15
,,6,ו̊̊א̊̊ל,,,,,,,,,,,,,,,15
,,7,ת̊̊ו̊̊ג֟̊̊ה̊̊ו̊̊,,,,,,,,,,,,,,,15
,,8,[בח]ד̊̊[ו]ת̊̊ו̊̊,תחרפהו,Unclassifiable,,,,,,,,,,,,,15
,,9,,ע̊̊מ̊̊ו̊̊,,,,,,,,,,,,,,15
,,10,,לע̇י̇נ̇י̇,,,,,,,,,,,,,,15
,,11,,בני,,,,,,,,,,,,,,15
,,12,,אדם,,,,,,,,,,,,,,16
,,13,דבר,,,,,,,,,,,,,,,16
,,14,חרפה,,,,,,,,,,,,,,,16
,,15,אל,,,,,,,,,,,,,,,16
,,16,[תאמר,,,,,,,,,,,,,,,16
,,17,לו],,,,,,,,,,,,,,,16
,,18,,,,,,,,,,,,,,,,16
,,19,ה̊̊[ ],,,,,,,,,,,,,,,16
32,1,1,[,,,,,,,,,,,,,,,16
,,2,,,,,,,,,,,,,,,,16
,,3,,,,,,,,,,,,,,,,17
,,4,,,,,,,,,,,,,,,,17
,,5,,,,,,,,,,,,,,,,17
,,6,,,,,,,,,,,,,,,,17
,,7,],,,,,,,,,,,,,,,17
,,8,,ל,,,,,,,,,,,,,,17
,,9,[],,,,,,,,,,,,,,,17
,,10,היה,,,,,,,,,,,,,,,17
,,11,להם,ל̊̊[ך],Unclassifiable,,,,,,,,,,,,,17
,,12,כאחד,כ̊̊א̇ח̊̊ד̊̊,Same,,,,,,,,,,,,,18
,,13,מהם,,,,,,,,,,,,,,,18
,1/1,1,דאג,,,,,,,,,,,,,,,18
,,2,להם,,,,,,,,,,,,,,,1
,,3,ואחר,,,,,,,,,,,,,,,1
,,4,תסוב,,,,,,,,,,,,,,,1
,,5,הכין,,,,,,,,,,,,,,,1
,,6,צרכם,,,,,,,,,,,,,,,1
,,7,ואח֟ר,ובכין,Lexical,Synonym,,,,,,,,,,,,1
,,8,תרבץ,,,,,,,,,,,,,,,1
,,9,למען,,,,,,,,,,,,,,,1
,,10,תשמח,,,,,,,,,,,,,,,1
,,11,בכבודם,,,,,,,,,,,,,,,1
,,12,ועל,,,,,,,,,,,,,,,1
,,13,מוסר,,,,,,,,,,,,,,,1
,,14,תשא,,,,,,,,,,,,,,,1
,,15,שכל,,,,,,,,,,,,,,,2
,1/2,1,מלל,,,,,,,,,,,,,,,2
,,2,שב ,סבכי,Lexical,,,,,,,,,,,,,2
,,,שב,,Lexical,,,,,,,,,,,,,2
,,3,כי,,,,,,,,,,,,,,,2
,,4,ה֟וא ,,Lexical,,,,,,,,,,,,,2
,,5,לך,,,,,,,,,,,,,,,2
,,6,והצנע,,,,,,,,,,,,,,,2
,,7,שכ֟ל,לכת,Lexical,,,,,,,,,,,,,2
,,8,ואל,,,,,,,,,,,,,,,2
,,9,תמנע,,,,,,,,,,,,,,,2
,,10,שיר,,,,,,,,,,,,,,,2
,4,1,במקום,,,,,,,,,,,,,,,2
,,2,היין,,,,,,,,,,,,,,,2
,,3,אל,,,,,,,,,,,,,,,2
,,4,תשפך,,,,,,,,,,,,,,,2
,,5,שיח,,,,,,,,,,,,,,,2
,,6,ובלא,,,,,,,,,,,,,,,2
,,7,מזמר,,,,,,,,,,,,,,,3
,,8,מה,,,,,,,,,,,,,,,3
,,9,תשפך,,,,,,,,,,,,,,,3
,,10,שיח,,,,,,,,,,,,,,,3
,,11,ובל,,,,,,,,,,,,,,,3
,,12,עת,,,,,,,,,,,,,,,3
,,13,מה,,,,,,,,,,,,,,,3
,,14,תתחכם,,,,,,,,,,,,,,,3
,5,1,כחותם,,,,,,,,,,,,,,,3
,,2,על,,,,,,,,,,,,,,,3
,,3,כיס,,,,,,,,,,,,,,,3
,,4,זהב,,,,,,,,,,,,,,,3
,,5,שי֟ר,שירת,Morphological,Masc/Fem,,,,,,,,,,,,3
,,6,אל,,,,,,,,,,,,,,,3
,,7,על,,,,,,,,,,,,,,,4
,,8,משתה,,,,,,,,,,,,,,,4
,,9,היין,,,,,,,,,,,,,,,4
,,10,כומז,,,,,,,,,,,,,,,4
,,11,אודם,,,,,,,,,,,,,,,4
,,12,על,,,,,,,,,,,,,,,4
,,13,ני֟ב֟,נוב,Morphological,Orthographical,,,,,,,,,,,,4
,,,ני֟ב֟,,Lexical,,,,,,,,,,,,,4
,,14,זהב,,,,,,,,,,,,,,,4
,,15,משפט,,,,,,,,,,,,,,,4
,,16,שיר,,,,,,,,,,,,,,,4
,,17,על,,,,,,,,,,,,,,,4
,,18,משתה,,,,,,,,,,,,,,,4
,,19,היין,,,,,,,,,,,,,,,4
,,20,כרביד,,,,,,,,,,,,,,,5
,,21,זהב,,,,,,,,,,,,,,,5
,,22,ובו,,,,,,,,,,,,,,,5
,,23,נפך,נהפך,Lexical,,,,,,,,,,,,,5
,,24,וספיר,ספיר,Morphological,Coordination,,,,,,,,,,,,5
,,25,כך,,,,,,,,,,,,,,,5
,,26,נאים,,,,,,,,,,,,,,,5
,,27,דברים,,,,,,,,,,,,,,,5
,,28,יפים,,,,,,,,,,,,,,,5
,,29,על,,,,,,,,,,,,,,,5
,,30,משתה,,,,,,,,,,,,,,,5
,,31,היין,,,,,,,,,,,,,,,5
,6,1,,,,,,,,,,,,,,,,5
,,2,מ֟לואות,מלא,Morphological,Grammatical,Singular/Plural,,,,,,,,,,,6
,,3,פז,,,,,,,,,,,,,,,6
,,4,וחותם,,,,,,,,,,,,,,,6
,,5,ברקת,,,,,,,,,,,,,,,6
,,6,קול,,,,,,,,,,,,,,,6
,,7,מזמור,,,,,,,,,,,,,,,6
,,8,על,,,,,,,,,,,,,,,6
,,9,נועם,,,,,,,,,,,,,,,6
,,10,תירוש,,,,,,,,,,,,,,,6
,7,1,דבר,,,,,,,,,,,,,,,6
,,2,נער,,,,,,,,,,,,,,,6
,,3,אם,,,,,,,,,,,,,,,6
,,4,צריך,,,,,,,,,,,,,,,7
,,5,את֟ה,אתך,Lexical,,,,,,,,,,,,,7
,,6,בחזק,,,,,,,,,,,,,,,7
,,7,פעמים,,,,,,,,,,,,,,,7
,,8,ושלש,,,,,,,,,,,,,,,7
,,9,אם,,,,,,,,,,,,,,,7
,,10,ישא֟לך,ישא,Lexical,,,,,,,,,,,,,7
,,11,,לך,Plus_Minus,,,,,,,,,,,,,7
,10,1,לפני,,,,,,,,,,,,,,,7
,,2,ברד,,,,,,,,,,,,,,,7
,,3,ינצח,,,,,,,,,,,,,,,7
,,4,ברק,,,,,,,,,,,,,,,7
,,5,ולפני,,,,,,,,,,,,,,,7
,,6,דכא,,,,,,,,,,,,,,,8
,,7,ינצח,,,,,,,,,,,,,,,8
,,8,חן׃,,,,,,,,,,,,,,,8
,,9,לפני,,,,,,,,,,,,,,,8
,,10,ברד,ברד,Same,,,,,,,,,,,,,8
,,11,י֟נצח,ינצח,Same,,,,,,,,,,,,,8
,,12,֟ברק,ברד,Lexical,,,,,,,,,,,,,8
,,13,ולפני,,,,,,,,,,,,,,,8
,,14,בושי,,,,,,,,,,,,,,,8
,,15,חן׃,,,,,,,,,,,,,,,8
,14,1,ד̇ו̇ר̊̊ש̇,דרש,Morphological,Orthographical,,,,,,,,,,,,9
,,2,א̊̊ל,אל,Same,,,,,,,,,,,,,9
,,3,,חי,Plus_Minus,,,,,,,,,,,,,9
,,4,[י]ק̇ו̊̊ה̊̊,ו̊קוה,Unclassifiable,,,,,,,,,,,,,9
,,5,רצ̊̊ון,רצוץ,Lexical,,,,,,,,,,,,,9
,,6,,,,,,,,,,,,,,,,9
,,7,ומתלהלה,,,,,,,,,,,,,,,9
,,8,יוקש,,,,,,,,,,,,,,,9
,,9,בו,,,,,,,,,,,,,,,9
,,10,דורש,,,,,,,,,,,,,,,9
,,11,אל,,,,,,,,,,,,,,,9
,,12,יקח,,,,,,,,,,,,,,,9
,,13,מוסר,,,,,,,,,,,,,,,9
,,14,ומשחרהו,,,,,,,,,,,,,,,10
,,15,ישיג,,,,,,,,,,,,,,,10
,,16,מענה,,,,,,,,,,,,,,,10
,,17,דורש,,,,,,,,,,,,,,,10
,,18,חפצי,,,,,,,,,,,,,,,10
,,19,אל,,,,,,,,,,,,,,,10
,,20,יק֟ח,ישא,Lexical,,,,,,,,,,,,,10
,,21,לקח,,,,,,,,,,,,,,,10
,,22,ויענהו,,,,,,,,,,,,,,,11
,,23,בתפלתו,,,,,,,,,,,,,,,11
,,24,,,,,,,,,,,,,,,,11
,15,1,דורש,,,,,,,,,,,,,,,11
,,2,תורה,,,,,,,,,,,,,,,11
,,3,יפיקנה,,,,,,,,,,,,,,,11
,,4,ומתלהלה,,,,,,,,,,,,,,,11
,,5,יוקש,,,,,,,,,,,,,,,11
,,6,בה,,,,,,,,,,,,,,,12
,16,1,ירא,,,,,,,,,,,,,,,12
,,2,ייי,,,,,,,,,,,,,,,12
,,3,יבין,,,,,,,,,,,,,,,12
,,4,משפט,,,,,,,,,,,,,,,12
,,5,ותחבולות,,,,,,,,,,,,,,,12
,,6,מנשף,,,,,,,,,,,,,,,12
,,7,יוציא,,,,,,,,,,,,,,,12
,,8,יראי,,,,,,,,,,,,,,,13
,,9,ייי,,,,,,,,,,,,,,,13
,,10,יבינו,,,,,,,,,,,,,,,13
,,11,משפטו,,,,,,,,,,,,,,,13
,,12,וכח֟מות,וחכמות,Lexical,Metathesis,,,,,,,,,,,,13
,,13,רבות,,,,,,,,,,,,,,,13
,,14,יוציאו,,,,,,,,,,,,,,,13
,,15,מלבם,,,,,,,,,,,,,,,13
,17,1,איש,,,,,,,,,,,,,,,13
,,2,חכ֟ם,חמס,Lexical,Anthonym,,,,,,,,,,,,13
,,3,יטה,,,,,,,,,,,,,,,13
,,4,תוכחות,,,,,,,,,,,,,,,13
,,5,ואח֟ר,ויאחר,Morphological,Grammatical,,,,,,,,,,,,13
,,6,צרכו,,,,,,,,,,,,,,,14
,,7,ימ֟שך,למשוך,Morphological,Grammatical,,,,,,,,,,,,14
,,8,תורה,,,,,,,,,,,,,,,14
,18,1,איש,,,,,,,,,,,,,,,14
,,2,חכם,,,,,,,,,,,,,,,14
,,3,לא,,,,,,,,,,,,,,,14
,,4,יכסה,,,,,,,,,,,,,,,14
,,5,כח֟מה,חכמה,Lexical,Metathesis,,,,,,,,,,,,14
,,6,ולץ,,,,,,,,,,,,,,,15
,,7,לא,,,,,,,,,,,,,,,15
,,8,ישמר,,,,,,,,,,,,,,,15
,,9,לשונו,,,,,,,,,,,,,,,15
,,10,איש,איש,,,,,,,,,,,,,,15
,,11,חכם,חמס,Lexical,Anthonym,,,,,,,,,,,,15
,,12,לא,לא,Same,,,,,,,,,,,,,15
,,13,יקח,יקח,Same,,,,,,,,,,,,,15
,,14,שחד,שכל,Same,,,,,,,,,,,,,15
,,15,זד,זד,Same,,,,,,,,,,,,,15
,,16,ולץ,ולץ,Same,,,,,,,,,,,,,16
,,17,לא,לא,Same,,,,,,,,,,,,,16
,,18,ישמר,יקח,Lexical,,,,,,,,,,,,,16
,,19,תורה,מצוה,Lexical,Synonym,,,,,,,,,,,,16
,19,1,בלא,,,,,,,,,,,,,,,16
,,2,עצה,,,,,,,,,,,,,,,16
,,3,אל,,,,,,,,,,,,,,,16
,,4,תפעל,,,,,,,,,,,,,,,16
,,5,דבר,,,,,,,,,,,,,,,16
,,6,ואחר,,,,,,,,,,,,,,,17
,,7,מעשיך,,,,,,,,,,,,,,,17
,,8,אל,,,,,,,,,,,,,,,17
,,9,תתקצף,,,,,,,,,,,,,,,17
,20,1,בדרך,,,,,,,,,,,,,,,17
,,2,מוקשת,,,,,,,,,,,,,,,17
,,3,אל,,,,,,,,,,,,,,,17
,,4,תלך,,,,,,,,,,,,,,,17
,,5,ואל,,,,,,,,,,,,,,,18
,,6,תתקל,,,,,,,,,,,,,,,18
,,7,בנגף,,,,,,,,,,,,,,,18
,,8,פעמים,,,,,,,,,,,,,,,18
,21/22,1,אל,,,,,,,,,,,,,,,18
,,2,תבטח,,,,,,,,,,,,,,,18
,,3,בדרך,,,,,,,,,,,,,,,18
,,4,מח֟תף,ר̇ש̊ע̊י̊ם,Lexical,Synonym,,,,,,,,,,,,18
,,5,ובאחריתך,,,,,,,,,,,,,,,18
,,6,הש֟מר,ה̇ז̇ה̊ר̊,Lexical,Synonym,,,,,,,,,,,,18
,,7,אל,,,,,,,,,,,,,,,18
,,8,תבטח,,,,,,,,,,,,,,,18
,,9,בדרך,,,,,,,,,,,,,,,18
,,10,רשעים,,,,,,,,,,,,,,,1
,,11,ובארחתיך,,,,,,,,,,,,,,,1
,,12,,,,,,,,,,,,,,,,1
,,13,הזהר,,,,,,,,,,,,,,,1
,23,1,בכל,,,,,,,,,,,,,,,1
,,2,דרכיך,,,,,,,,,,,,,,,1
,,3,שמור,,,,,,,,,,,,,,,1
,,4,נפשך,,,,,,,,,,,,,,,1
,,5,כי,,,,,,,,,,,,,,,2
,,6,כל,,,,,,,,,,,,,,,2
,,7,עושה,,,,,,,,,,,,,,,2
,,8,אלה,,,,,,,,,,,,,,,2
,,9,שומר,,,,,,,,,,,,,,,2
,,10,מ֟צ֟וה,מצות,Morphological,Singular/Plural,,,,,,,,,,,,2
,,,מ֟צ֟וה,,Morphological,Suffix Pron.,,,,,,,,,,,,2
,,11,בכל,,,,,,,,,,,,,,,3
,,12,מעשיך,,,,,,,,,,,,,,,3
,,13,שמור,,,,,,,,,,,,,,,3
,,14,נפשך,,,,,,,,,,,,,,,3
,,15,כי,,,,,,,,,,,,,,,3
,,16,עושה,,,,,,,,,,,,,,,3
,,17,זה,,,,,,,,,,,,,,,4
,,18,שומר,,,,,,,,,,,,,,,4
,,19,מצוה,,,,,,,,,,,,,,,4
,24,1,נוצר,,,,,,,,,,,,,,,4
,,2,תורה,,,,,,,,,,,,,,,4
,,3,שומר,,,,,,,,,,,,,,,4
,,4,נפשו,,,,,,,,,,,,,,,4
,,5,ובוטח,,,,,,,,,,,,,,,5
,,6,בייי,,,,,,,,,,,,,,,5
,,7,לא,,,,,,,,,,,,,,,5
,,8,יבוש,,,,,,,,,,,,,,,5
33,1,1,ירא,,,,,,,,,,,,,,,5
,,2,ייי,,,,,,,,,,,,,,,5
,,3,לא,,,,,,,,,,,,,,,5
,,4,יפגע,,,,,,,,,,,,,,,5
,,5,רע,,,,,,,,,,,,,,,5
,,6,כי,,,,,,,,,,,,,,,5
,,7,אם,,,,,,,,,,,,,,,5
,,8,בניסוי,,,,,,,,,,,,,,,6
,,9,ש֟̇ב̊̊,ושב,Morphological,Coordination,,,,,,,,,,,,6
